kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;maximale_constructiesnelheid;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;hoogte_voertuig;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
J943JH;Personenauto;FORD;FIESTA;20240818;20200818;1881;hatchback;5;ZWART;Niet geregistreerd;3;999;1064;1690;1164;580;1000;20200818;20200818;Geen verstrekking in Open Data;19030;Ja;180;4;4;0;0;407;176;M1;1690;JHH;e9*2007/46*3142*13;M0JB1JX;5CDPPNAPJAZ;0;0.06;249;Nee;Nee;Nee;2690;0;0.00;2020;Logisch;00;Ja;2024-08-18T00:00:00.000;2020-08-18T00:00:00.000;2020-08-18T00:00:00.000;2020-08-18T00:00:00.000;150;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JJ;Personenauto;KIA;NIRO;20240820;20200820;;stationwagen;5;ZWART;Niet geregistreerd;;;1712;2230;1812;;;20200820;20200820;Geen verstrekking in Open Data;47765;Ja;167;5;4;0;0;438;181;M1;2230;DE;e4*2007/46*1139*09;C5E11;E11DZ1;0;0.02;270;Nee;Nee;Nee;0;0;0.00;2022;Logisch;00;Ja;2024-08-20T00:00:00.000;2020-08-20T00:00:00.000;2020-08-20T00:00:00.000;2020-08-20T00:00:00.000;156;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JK;Personenauto;FORD;FOCUS;20240828;20200828;3302;stationwagen;5;GRIJS;Niet geregistreerd;3;999;1283;1925;1383;690;1000;20200828;20200828;Geen verstrekking in Open Data;27948;Ja;198;4;4;0;0;469;184;M1;1925;DEH;e13*2007/46*1911*07;B7DA1PX;5APBH6AQBBT;0;0.07;270;Nee;Nee;Nee;2925;0;0.00;2022;Logisch;00;Ja;2024-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;155;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JL;Personenauto;KIA;CEED;20240825;20200825;5286;hatchback;5;BLAUW;Niet geregistreerd;4;1353;1263;1850;1363;600;1410;20200825;20200825;Geen verstrekking in Open Data;32895;Ja;205;5;4;0;0;433;180;M1;1850;CD;e4*2007/46*1299*11;BBP31;D71EZ1;0;0.08;265;Nee;Nee;Nee;3260;0;0.00;2022;Logisch;00;Ja;2024-08-25T00:00:00.000;2020-08-25T00:00:00.000;2020-08-25T00:00:00.000;2020-08-25T00:00:00.000;144;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JN;Personenauto;AUDI;A3 SPORTBACK E-TRON;20230817;20200828;1128;hatchback;5;ZWART;Niet geregistreerd;4;1395;1515;2050;1615;750;1400;20170817;20200828;Geen verstrekking in Open Data;53546;Ja;222;4;4;0;0;431;179;M1;2050;8V;e1*2007/46*0607*26;SCUKBF1;FD6FD6DD001P8V237MMEM0;0;0.03;262;Nee;Nee;Nee;3450;0;0.00;2021;Geen oordeel;05;Ja;2023-08-17T00:00:00.000;2020-08-28T00:00:00.000;2017-08-17T00:00:00.000;2020-08-28T00:00:00.000;139;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JP;Personenauto;KIA;NIRO;20240821;20200821;;stationwagen;5;GRIJS;Niet geregistreerd;;;1712;2230;1812;;;20200821;20200821;Geen verstrekking in Open Data;47765;Ja;167;5;4;0;0;438;181;M1;2230;DE;e4*2007/46*1139*09;C5E11;E11DZ1;0;0.02;270;Nee;Nee;Nee;0;0;0.00;2020;Logisch;00;Ja;2024-08-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;156;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JR;Personenauto;BMW;116D;20220928;20201002;3954;stationwagen;5;GRIJS;Niet geregistreerd;3;1496;1295;1885;1395;690;1500;20180108;20201002;Geen verstrekking in Open Data;35870;Ja;200;4;4;0;0;433;177;M1;1885;1K4;e1*2007/46*0283*17;1V71;6H150000;0;0.06;269;Nee;Nee;Nee;3460;0;0.00;2022;Geen oordeel;05;Ja;2022-09-28T00:00:00.000;2020-10-02T00:00:00.000;2018-01-08T00:00:00.000;2020-10-02T00:00:00.000;142;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JS;Personenauto;VOLVO;XC40;20240819;20200819;8458;stationwagen;5;ZWART;Niet geregistreerd;3;1477;1525;2120;1625;750;1600;20200819;20200819;Geen verstrekking in Open Data;44040;Ja;180;5;4;0;0;443;187;M1;2120;X;e9*2007/46*3146*08;XZL4;XZL4VD0?;0;0.06;270;Nee;Nee;Nee;3720;0;0.00;2020;Logisch;00;Ja;2024-08-19T00:00:00.000;2020-08-19T00:00:00.000;2020-08-19T00:00:00.000;2020-08-19T00:00:00.000;163;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JT;Personenauto;TOYOTA;TOYOTA C-HR;20240825;20200825;1596;hatchback;5;GRIJS;Niet geregistreerd;4;1798;1395;1860;1495;725;725;20200825;20200825;Geen verstrekking in Open Data;34927;Ja;170;4;4;0;0;439;180;M1;1860;AX1T(EU,M);e6*2007/46*0338*02;ZYX11(H);ZYX11L-AHXKBW(1E);0;0.05;264;Nee;Nee;Nee;2585;0;0.00;2022;Logisch;00;Ja;2024-08-25T00:00:00.000;2020-08-25T00:00:00.000;2020-08-25T00:00:00.000;2020-08-25T00:00:00.000;156;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JV;Personenauto;KIA;PICANTO;20240827;20200827;2310;MPV;4;WIT;Niet geregistreerd;3;998;830;1300;930;;;20200827;20200827;Geen verstrekking in Open Data;15715;Ja;161;5;4;0;0;360;160;M1;1300;JA;e5*2007/46*1078*00;F4P21;M53BZ1;0;0.05;240;Nee;Nee;Nee;0;0;0.00;2022;Logisch;00;Ja;2024-08-27T00:00:00.000;2020-08-27T00:00:00.000;2020-08-27T00:00:00.000;2020-08-27T00:00:00.000;149;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JX;Personenauto;NISSAN;NISSAN MICRA;20240826;20210311;3550;MPV;5;GRIJS;Niet geregistreerd;3;999;1035;1550;1135;555;1200;20200826;20200826;Geen verstrekking in Open Data;22420;Ja;184;4;4;0;0;400;174;M1;1550;K14;e9*2007/46*6454*08;D;D01;0;0.07;253;Nee;Nee;Nee;2450;0;0.00;2021;Logisch;00;Ja;2024-08-26T00:00:00.000;2021-03-11T00:00:00.000;2020-08-26T00:00:00.000;2020-08-26T00:00:00.000;146;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943JZ;Personenauto;VOLVO;XC60;20240821;20200821;9274;stationwagen;5;ZWART;Niet geregistreerd;4;1969;1769;2400;1869;750;2300;20200821;20200821;Geen verstrekking in Open Data;62409;Ja;180;5;4;0;0;469;190;M1;2400;U;e4*2007/46*1220*09;UZK9;UZK9VD0?;0;0.08;287;Nee;Nee;Nee;4700;0;0.00;2022;Logisch;00;Ja;2024-08-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;2020-08-21T00:00:00.000;164;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KB;Personenauto;RENAULT;SCENIC;20240828;20201007;6898;hatchback;5;ZWART;Niet geregistreerd;4;1332;1443;2140;1543;750;1800;20200828;20200828;Geen verstrekking in Open Data;34542;Ja;195;5;4;0;0;464;187;M1;2140;RFA;e2*2007/46*0574*07;RF2;NB6TA0215000;0;0.07;280;Nee;Nee;Nee;3640;0;0.00;2022;Logisch;00;Ja;2024-08-28T00:00:00.000;2020-10-07T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;165;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KD;Personenauto;KIA;NIRO;20240901;20200901;1596;stationwagen;5;BLAUW;Niet geregistreerd;4;1580;1390;1930;1490;600;1300;20200901;20200901;Geen verstrekking in Open Data;31345;Ja;162;5;4;0;0;436;181;M1;1930;DE;e4*2007/46*1139*09;C5P11;D61CY1;0;0.05;270;Nee;Nee;Nee;3230;0;0.00;2022;Logisch;00;Ja;2024-09-01T00:00:00.000;2020-09-01T00:00:00.000;2020-09-01T00:00:00.000;2020-09-01T00:00:00.000;154;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KF;Personenauto;TOYOTA;TOYOTA YARIS;20240825;20200825;453;hatchback;5;GRIJS;Niet geregistreerd;3;1490;1060;1615;1160;450;450;20200825;20200825;Geen verstrekking in Open Data;22640;Ja;175;4;4;0;0;394;175;M1;1615;XPA1F(EU,M);e6*2007/46*0437*00;MXPH11(H);MXPH11L-BHXNBW(1A);0;0.06;256;Nee;Nee;Nee;2065;0;0.00;2022;Logisch;00;Ja;2024-08-25T00:00:00.000;2020-08-25T00:00:00.000;2020-08-25T00:00:00.000;2020-08-25T00:00:00.000;150;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KG;Personenauto;SKODA;FABIA;20240828;20200828;3054;stationwagen;5;GRIJS;Niet geregistreerd;3;999;1036;1591;1136;560;1000;20200828;20200828;Geen verstrekking in Open Data;21885;Ja;187;4;4;0;0;426;173;M1;1591;5J;e8*2007/46*0319*07;ACDKLDX01;NFM5FM5DF0024BFN1C7A;0;0.06;246;Nee;Nee;Nee;2591;0;0.00;2021;Logisch;00;Ja;2024-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;145;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KH;Personenauto;AUDI;AUDI A4;20230828;20200821;15906;stationwagen;5;GRIJS;Niet geregistreerd;6;2967;1710;2305;1810;750;1900;20090429;20200821;Geen verstrekking in Open Data;;Ja;250;4;4;0;0;0;183;M1;2305;B8;e1*2001/116*0430*11;ACCWAQ1;QA6B6012R8K617MG;0;0.10;282;Nee;Nee;Nee;4275;0;;2022;Geen oordeel;05;Ja;2023-08-28T00:00:00.000;2020-08-21T00:00:00.000;2009-04-29T00:00:00.000;2020-08-21T00:00:00.000;;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KJ;Personenauto;FORD;ECOSPORT;20230626;20201002;1423;hatchback;5;GRIJS;Niet geregistreerd;3;998;1249;1730;1349;670;900;20190626;20201002;Geen verstrekking in Open Data;27685;Ja;180;4;4;0;0;0;177;M1;1730;JK8;e9*2007/46*0092*23;M1JU11X;5AAPZNAB4DV;1;0.07;252;Nee;Nee;Nee;2630;0;0.00;2020;Geen oordeel;05;Ja;2023-06-26T00:00:00.000;2020-10-02T00:00:00.000;2019-06-26T00:00:00.000;2020-10-02T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KK;Personenauto;VOLKSWAGEN;T-ROC;20240901;20220831;5416;stationwagen;5;ZWART;Niet geregistreerd;4;1498;1250;1860;1350;670;1500;20190722;20200928;Geen verstrekking in Open Data;39294;Ja;205;5;4;0;0;423;182;M1;1860;A1;e13*2007/46*1845*08;DADAX0AC4;FD7FD7CW0027CP1CB;0;0.08;259;Nee;Nee;Nee;3360;0;0.00;2022;Geen oordeel;05;Ja;2024-09-01T00:00:00.000;2022-08-31T00:00:00.000;2019-07-22T00:00:00.000;2020-09-28T00:00:00.000;153;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. motorruimte;;;;;;
J943KL;Personenauto;NISSAN;NISSAN MICRA;20240827;20200827;3302;MPV;5;WIT;Niet geregistreerd;3;999;1035;1550;1135;555;1200;20200827;20200827;Geen verstrekking in Open Data;21386;Ja;184;4;4;0;0;400;174;M1;1550;K14;e9*2007/46*6454*12;D;D06;0;0.07;253;Nee;Nee;Nee;2450;0;0.00;2022;Logisch;00;Ja;2024-08-27T00:00:00.000;2020-08-27T00:00:00.000;2020-08-27T00:00:00.000;2020-08-27T00:00:00.000;146;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KN;Personenauto;OPEL;ASTRA+;20220918;20200918;771;hatchback;5;ROOD;Niet geregistreerd;4;1399;1178;1815;1278;620;1410;20150807;20200918;Geen verstrekking in Open Data;30863;Ja;;5;4;;;437;181;M1;1815;B-K;e4*2007/46*0996*00;CA0DBAB12;BK1F2KHGJ5;0;0.09;266;Nee;Nee;Nee;3225;;;2021;Geen oordeel;05;Ja;2022-09-18T00:00:00.000;2020-09-18T00:00:00.000;2015-08-07T00:00:00.000;2020-09-18T00:00:00.000;149;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. a. vooras;;;;;;
J943KP;Personenauto;NISSAN;NISSAN X-TRAIL;20240504;20200831;6081;MPV;5;ZWART;Niet geregistreerd;4;1618;1480;2050;1580;750;1800;20180504;20200831;Geen verstrekking in Open Data;40939;Ja;200;4;4;0;0;469;183;M1;2050;T32;e13*2007/46*1456*11;C;C73;0;0.08;271;Nee;Nee;Nee;3850;0;0.00;2022;Geen oordeel;05;Ja;2024-05-04T00:00:00.000;2020-08-31T00:00:00.000;2018-05-04T00:00:00.000;2020-08-31T00:00:00.000;173;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schutbord;;;;;;
J943KR;Personenauto;FORD;FOCUS;20230131;20200905;444;stationwagen;5;ZWART;Niet geregistreerd;3;998;1216;1900;1316;655;1200;20130805;20200905;Geen verstrekking in Open Data;23818;Ja;193;4;4;0;0;0;182;M1;1900;DYB;e13*2007/46*1138*09;M1DA1L;5CGAMC;0;0.07;265;Nee;Nee;Nee;3100;0;0.00;2022;Geen oordeel;05;Ja;2023-01-31T00:00:00.000;2020-09-05T00:00:00.000;2013-08-05T00:00:00.000;2020-09-05T00:00:00.000;;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KS;Personenauto;MG;MG ZS EV;20240828;20200828;;hatchback;5;BLAUW;Niet geregistreerd;;;1507;1966;1607;;;20200828;20200828;Geen verstrekking in Open Data;32640;Ja;140;5;4;0;0;431;181;M1;1966;ZS1;e4*2007/46*1417*01;1EAB1EI;PA5LKE;0;0.04;258;Nee;Nee;Nee;0;0;0.00;2021;Logisch;00;Ja;2024-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;164;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KV;Personenauto;VOLKSWAGEN;T-CROSS;20240828;20200828;5286;stationwagen;5;GRIJS;Niet geregistreerd;3;999;1175;1760;1275;630;1100;20200828;20200828;Geen verstrekking in Open Data;34355;Ja;193;5;4;0;0;411;176;M1;1760;C1;e13*2007/46*1985*04;DKRFACX04;FD7FD7CW0074BF1AA;0;0.07;255;Nee;Nee;Nee;2860;0;0.00;2022;Logisch;00;Ja;2024-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;156;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943KX;Personenauto;TOYOTA;MR2;20230906;20200827;;coupe;2;WIT;Niet geregistreerd;4;1998;1245;;1345;;;19950301;20200827;Geen verstrekking in Open Data;;Ja;180;2;4;;;;;M1;;E-SW20-ACMZZ;;;;;0.13;240;Nee;Nee;Nee;;;;2022;Onlogisch;04;Ja;2023-09-06T00:00:00.000;2020-08-27T00:00:00.000;1995-03-01T00:00:00.000;2020-08-27T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schutbord kofferruimte;;;;;;
J943KZ;Personenauto;PEUGEOT;108;20240831;20200917;1596;hatchback;4;WIT;Niet geregistreerd;3;998;815;1240;915;;;20200831;20200831;Geen verstrekking in Open Data;14071;Ja;160;4;4;0;0;348;162;M1;1240;P;e6*2007/46*0350*02;S;CFB7-H1B000;0;0.06;234;Nee;Nee;Nee;1240;0;0.00;2021;Logisch;00;Ja;2024-08-31T00:00:00.000;2020-09-17T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;146;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943LB;Personenauto;VOLKSWAGEN;POLO;20230929;20201002;2392;hatchback;5;ZWART;Niet geregistreerd;4;1197;1007;1590;1107;550;1000;20150615;20201002;Geen verstrekking in Open Data;20319;Ja;184;3;4;0;0;0;168;M1;1590;6R;e1*2001/116*0510*24;ABCJZC;FM5FM52T106N2VR27MM00;0;0.06;246;Nee;Nee;Nee;2590;0;;2022;Geen oordeel;05;Ja;2023-09-29T00:00:00.000;2020-10-02T00:00:00.000;2015-06-15T00:00:00.000;2020-10-02T00:00:00.000;;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943LD;Personenauto;LMC;T732;20230607;20200828;13845;kampeerwagen;4;GRIJS;Niet geregistreerd;4;2287;2952;3500;3052;750;2000;20190606;20200828;Geen verstrekking in Open Data;57405;Ja;135;3;4;0;0;0;0;M1;3500;FI-2007/46;e13*2007/46*1226*13;FTN2F;EQ0HI0I24LMT732;0;0.04;430;Nee;Nee;Nee;5500;0;0.00;2022;Geen oordeel;05;Ja;2023-06-07T00:00:00.000;2020-08-28T00:00:00.000;2019-06-06T00:00:00.000;2020-08-28T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r.;;;;;;
J943LF;Personenauto;TOYOTA;TOYOTA COROLLA;20240831;20200831;1083;hatchback;5;GRIJS;Niet geregistreerd;4;1798;1260;1820;1360;450;750;20200831;20200831;Geen verstrekking in Open Data;29687;Ja;180;4;4;0;0;437;179;M1;1820;ZE1HE(EU,M);e6*2007/46*0318*03;ZWE211(H);ZWE211L-DHXNBW(1D);0;0.05;264;Nee;Nee;Nee;2570;0;0.00;2022;Logisch;00;Ja;2024-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;144;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943LG;Personenauto;CITROEN;C3;20240912;20211008;3674;hatchback;5;ZWART;Niet geregistreerd;3;1199;1065;1570;1165;450;600;20200912;20200912;Geen verstrekking in Open Data;23083;Ja;198;4;4;0;0;400;175;M1;1570;S;e2*2007/46*0003*62;XHNP;Z/AAFS;0;0.07;254;Nee;Nee;Nee;2170;0;0.00;2021;Logisch;00;Ja;2024-09-12T00:00:00.000;2021-10-08T00:00:00.000;2020-09-12T00:00:00.000;2020-09-12T00:00:00.000;149;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J943LH;Personenauto;HYUNDAI;KONA;20240905;20210316;2930;MPV;5;WIT;Niet geregistreerd;4;1580;1351;1880;1451;600;1300;20200905;20200905;Geen verstrekking in Open Data;35332;Ja;160;5;4;0;0;417;180;M1;1880;OS;e4*2007/46*1259*09;F5P31;D61CY1;0;0.05;260;Nee;Nee;Nee;3180;0;0.00;2021;Logisch;00;Ja;2024-09-05T00:00:00.000;2021-03-16T00:00:00.000;2020-09-05T00:00:00.000;2020-09-05T00:00:00.000;157;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
